year,msa code,msa name,closest MSA in hours,Total,working age,Percent,Top 20 grad,Ugrads to top,House,% Commute,Viol Crime,Patent/,Kauffman,Site ,total sq feet,underused,acres,,Top 50 grad,gov't at Univ
,,,,population,population,College grad,programs,20 /year,Price,<30 minutes,Per 1000,1000 work,,Selection,,square feet,land,,programs,R&D per cap
,,,,,,,,,,,,,,,,,,,,
2016,12060,"Atlanta-Sandy Springs-Roswell, GA",1.75 to athens; 1.5 to macon; 1.5 to  Rome,5790210,3138837,0.38,16,110.5,256465,0.49,3.936778545,0.396376491,1,1,16331676,5088,642,,32,478
,,,,,,,,,,,,,,,,,,,,
2016,41140,"St. Joseph, MO-KS",1 hour to kc,127528,67840,0.22,0,0.8,143613,0.81,3.476883411,0.134208128,0,1,414275,0,437,,0,0
2016,28140,"Kansas City, MO-KS",,2104115,1117866,0.37,1,6.9,217714,0.68,4.747363091,0.426915675,1,0,21021482,1841434.25,7197,,2,27
,,,,,,,,,,,,,,,,,,,,
2016,42140,"Santa Fe, NM",1 hr to abq,148651,76696,0.42,0,1.3,351450,0.69,2.650503635,0.500637949,0,0,407245,13042,21,,0,0
2016,10740,"Albuquerque, NM",1 to santa fe,913924,482135,0.32,0,14.2,237665,0.69,7.233643055,0.381848633,0,0,17344434,205014,38109,,8,518
,,,,,,,,,,,,,,,,,,,,
2016,46540,"Utica-Rome, NY",1 to syracuse,293803,149419,0.25,0,7.8,148567,0.78,2.682749987,0.088697746,0,0,143445,0,8,,0,15
2016,45060,"Syracuse, NY",,656510,339781,0.31,3,35.9,167070,0.77,2.882210493,0.431250125,0,0,1876652,0,407,,6,427
,,,,,,,,,,,,,,,,,,,,
2016,34060,"Morgantown, WV",1.25 to wheeling,138380,70508,0.33,0,9.8,189351,0.71,2.102905035,0.243630305,0,0,310937,8295,3459,,0,2479
2016,48540,"Wheeling, WV-OH",,142982,74609,0.2,0,1.5,130309,0.73,2.802836418,0.026934257,0,0,233150,0,96,,0,145
